n,t,mx,z,norm
3.135536742900000000e+10,1.970115839311101685e+11,-2.405305934802799139e-01,2.405305934802799139e-01,9.999976179457819025e-01
3.167535834900000000e+10,1.990221461780850220e+11,-2.266649611200496628e-01,2.266649611200496628e-01,9.999975936362706097e-01
3.199861487300000000e+10,2.010532268201317749e+11,-2.120815342545760707e-01,2.120815342545760707e-01,9.999975690786390148e-01
3.232517032600000000e+10,2.031050352444007568e+11,2.006360592288399802e-01,2.006360592288399802e-01,9.999975442704037709e-01
3.265505837500000000e+10,2.051777829868916931e+11,-1.855238290587235273e-01,1.855238290587235273e-01,9.999975192089941567e-01
3.298831303100000000e+10,2.072716837450200806e+11,-1.716159734375087842e-01,1.716159734375087842e-01,9.999974938918166911e-01
3.332496865000000000e+10,2.093869533839003296e+11,1.582788378112189309e-01,1.582788378112189309e-01,9.999974683163138645e-01
3.366505994100000000e+10,2.115238099866112671e+11,-1.445159857631365674e-01,1.445159857631365674e-01,9.999974424797480888e-01
3.400862196500000000e+10,2.136824738479129333e+11,-1.300862317619107256e-01,1.300862317619107256e-01,9.999974163795294357e-01
3.435569014300000000e+10,2.158631675245121460e+11,-1.136595907276457540e-01,1.136595907276457540e-01,9.999973900129706106e-01
3.470630025600000000e+10,2.180661158350623169e+11,9.872802848179637603e-02,9.872802848179637603e-02,9.999973633773265869e-01
3.506048844900000000e+10,2.202915458852963867e+11,-8.280144416042332922e-02,8.280144416042332922e-02,9.999973364698275802e-01
3.541829124000000000e+10,2.225396871245754395e+11,6.967191698727544236e-02,6.967191698727544236e-02,9.999973092878001735e-01
3.577974551500000000e+10,2.248107713144726868e+11,-5.411562805782393903e-02,5.411562805782393903e-02,9.999972818283129339e-01
3.614488853900000000e+10,2.271050325978886108e+11,-3.910577591403313624e-02,3.910577591403313624e-02,9.999972540886059580e-01
3.651375795800000000e+10,2.294227075116172791e+11,2.318386794372914728e-02,2.318386794372914728e-02,9.999972260658176459e-01
3.688639179900000000e+10,2.317640349863463745e+11,-6.485933074752029369e-03,6.485933074752029369e-03,9.999971977570569770e-01
3.726282848000000000e+10,2.341292564094890442e+11,-8.057836288283057660e-03,-8.057836288283057660e-03,9.999971691593593226e-01
3.764310681000000000e+10,2.365186156251838379e+11,-2.490703421145732191e-02,-2.490703421145732191e-02,9.999971402698755174e-01
3.802726599500000000e+10,2.389323589719938965e+11,3.983897691417931375e-02,-3.983897691417931375e-02,9.999971110855004897e-01
