n,t,mx,z,norm
5.027000000000000000e+03,3.158557253919178038e+04,-4.882430986547759977e-01,4.882430986547759977e-01,1.000000000000058176e+00
5.047000000000000000e+03,3.171123624533537077e+04,-5.768620127182935153e-01,5.768620127182935153e-01,1.000000000000029754e+00
5.066000000000000000e+03,3.183061676617178455e+04,2.020309235732412750e-02,2.020309235732412750e-02,1.000000000000055955e+00
5.086000000000000000e+03,3.195628047231537494e+04,1.018491642328420155e-01,1.018491642328420155e-01,1.000000000000073941e+00
5.106000000000000000e+03,3.208194417845896896e+04,8.330965501044333699e-03,8.330965501044333699e-03,1.000000000000069056e+00
5.126000000000000000e+03,3.220760788460255935e+04,-1.683836873371388210e-01,-1.683836873371388210e-01,1.000000000000048406e+00
5.146000000000000000e+03,3.233327159074614974e+04,-4.684750358175296392e-01,-4.684750358175296392e-01,1.000000000000057288e+00
5.166000000000000000e+03,3.245893529688974377e+04,-1.644030714489598255e-01,-1.644030714489598255e-01,1.000000000000091704e+00
5.186000000000000000e+03,3.258459900303333416e+04,-3.111407542084085875e-01,-3.111407542084085875e-01,1.000000000000078604e+00
5.206000000000000000e+03,3.271026270917692455e+04,-4.096366398782768647e-01,-4.096366398782768647e-01,1.000000000000063283e+00
5.226000000000000000e+03,3.283592641532051493e+04,1.562590615303421082e-01,1.562590615303421082e-01,1.000000000000071054e+00
5.246000000000000000e+03,3.296159012146411260e+04,2.676948932386781221e-01,2.676948932386781221e-01,1.000000000000086153e+00
5.267000000000000000e+03,3.309353701291487960e+04,-2.807978019121300517e-01,2.807978019121300517e-01,1.000000000000076827e+00
5.287000000000000000e+03,3.321920071905846999e+04,-1.899607866878626761e-01,1.899607866878626761e-01,1.000000000000070832e+00
5.308000000000000000e+03,3.335114761050924426e+04,5.951234067263149186e-01,5.951234067263149186e-01,1.000000000000082823e+00
5.329000000000000000e+03,3.348309450196001853e+04,-1.408621923493326433e-01,1.408621923493326433e-01,1.000000000000053069e+00
5.349000000000000000e+03,3.360875820810360892e+04,-1.034296901361425602e-01,1.034296901361425602e-01,1.000000000000068612e+00
5.370000000000000000e+03,3.374070509955437592e+04,-2.035496634509635638e-02,-2.035496634509635638e-02,1.000000000000060618e+00
5.391000000000000000e+03,3.387265199100515019e+04,1.526287374652717313e-02,-1.526287374652717313e-02,1.000000000000098366e+00
5.412000000000000000e+03,3.400459888245591719e+04,-1.265284164531260691e-01,-1.265284164531260691e-01,1.000000000000040412e+00
5.433000000000000000e+03,3.413654577390669147e+04,6.041087004085151646e-01,-6.041087004085151646e-01,1.000000000000071942e+00
5.454000000000000000e+03,3.426849266535746574e+04,-2.024274776937809717e-01,-2.024274776937809717e-01,1.000000000000042633e+00
5.475000000000000000e+03,3.440043955680823274e+04,2.247130091685869691e-01,-2.247130091685869691e-01,1.000000000000077272e+00
5.497000000000000000e+03,3.453866963356618362e+04,1.570801561552262471e-01,-1.570801561552262471e-01,1.000000000000041078e+00
5.518000000000000000e+03,3.467061652501695789e+04,-6.509064681215652459e-02,-6.509064681215652459e-02,1.000000000000087264e+00
5.540000000000000000e+03,3.480884660177490878e+04,1.817481102957120565e-01,1.817481102957120565e-01,1.000000000000047073e+00
5.561000000000000000e+03,3.494079349322567577e+04,-5.864280501535088508e-01,5.864280501535088508e-01,1.000000000000056843e+00
5.583000000000000000e+03,3.507902356998362666e+04,-3.594358307480916004e-01,3.594358307480916004e-01,1.000000000000061950e+00
5.604000000000000000e+03,3.521097046143440093e+04,3.194061410718309624e-01,3.194061410718309624e-01,1.000000000000056843e+00
5.626000000000000000e+03,3.534920053819235181e+04,2.024978161732674531e-01,2.024978161732674531e-01,1.000000000000070388e+00
5.648000000000000000e+03,3.548743061495030270e+04,8.972247235046808267e-02,8.972247235046808267e-02,1.000000000000058176e+00
5.670000000000000000e+03,3.562566069170825358e+04,-1.283668303138854605e-01,-1.283668303138854605e-01,1.000000000000043077e+00
5.692000000000000000e+03,3.576389076846620446e+04,-6.395773105545752291e-01,-6.395773105545752291e-01,1.000000000000020650e+00
5.714000000000000000e+03,3.590212084522415535e+04,-3.968198294027579509e-01,-3.968198294027579509e-01,1.000000000000035083e+00
5.737000000000000000e+03,3.604663410728928284e+04,3.438177209528873735e-01,-3.438177209528873735e-01,9.999999999999891198e-01
5.759000000000000000e+03,3.618486418404723372e+04,1.240716065890692665e-01,-1.240716065890692665e-01,1.000000000000027756e+00
5.781000000000000000e+03,3.632309426080518460e+04,4.778671045686648522e-02,-4.778671045686648522e-02,1.000000000000005995e+00
5.804000000000000000e+03,3.646760752287031937e+04,-4.559448911834007578e-02,-4.559448911834007578e-02,1.000000000000043965e+00
5.826000000000000000e+03,3.660583759962827025e+04,3.324702292974665574e-01,3.324702292974665574e-01,1.000000000000020872e+00
5.849000000000000000e+03,3.675035086169339775e+04,-5.618253405823814273e-01,5.618253405823814273e-01,1.000000000000005773e+00
5.872000000000000000e+03,3.689486412375853251e+04,4.439286830840721843e-01,4.439286830840721843e-01,1.000000000000018430e+00
5.895000000000000000e+03,3.703937738582366001e+04,-3.463159524852617577e-01,3.463159524852617577e-01,9.999999999999615863e-01
5.918000000000000000e+03,3.718389064788879477e+04,-1.788496413173910338e-01,-1.788496413173910338e-01,1.000000000000017097e+00
5.941000000000000000e+03,3.732840390995392227e+04,2.458010986712492740e-01,-2.458010986712492740e-01,9.999999999999612532e-01
5.964000000000000000e+03,3.747291717201904976e+04,-1.455398842178790009e-01,-1.455398842178790009e-01,1.000000000000011990e+00
