sample_index,t_over_T,phase_fraction,a_plus_abs,a_minus_abs
2.290000000000000000e+02,5.725000000000000000e+01,2.500000000000000000e-01,3.897678256034851074e-01,9.209745526313781738e-01
2.300000000000000000e+02,5.750000000000000000e+01,5.000000000000000000e-01,7.093692421913146973e-01,7.049182653427124023e-01
2.310000000000000000e+02,5.775000000000000000e+01,7.500000000000000000e-01,9.185533523559570312e-01,3.954435586929321289e-01
2.320000000000000000e+02,5.800000000000000000e+01,0.000000000000000000e+00,1.000053286552429199e+00,3.167863469570875168e-03
2.330000000000000000e+02,5.825000000000000000e+01,2.500000000000000000e-01,9.209908843040466309e-01,3.897339701652526855e-01
2.340000000000000000e+02,5.850000000000000000e+01,5.000000000000000000e-01,7.048891782760620117e-01,7.094001770019531250e-01
2.350000000000000000e+02,5.875000000000000000e+01,7.500000000000000000e-01,3.954890966415405273e-01,9.185351133346557617e-01
2.360000000000000000e+02,5.900000000000000000e+01,0.000000000000000000e+00,3.214449156075716019e-03,1.000054240226745605e+00
2.370000000000000000e+02,5.925000000000000000e+01,2.500000000000000000e-01,3.896869421005249023e-01,9.210119843482971191e-01
2.380000000000000000e+02,5.950000000000000000e+01,5.000000000000000000e-01,7.094363570213317871e-01,7.048543095588684082e-01
2.390000000000000000e+02,5.975000000000000000e+01,7.500000000000000000e-01,9.185135960578918457e-01,3.955408334732055664e-01
2.400000000000000000e+02,6.000000000000000000e+01,0.000000000000000000e+00,1.000054717063903809e+00,3.275732509791851044e-03
